design,sheet_id,sheet_number,panel_id,quantity,thickness_mm,rotation_deg,x_mm,y_mm,bbox_width_mm,bbox_height_mm,area_mm2,hole_count,bevel_notes,notes,cut_note
Trimaran,Trimaran_sheet4,4,TRI-AMA-PORT-BOTTOM-03,1,20,90,748.749381,139,50,170,8500,0,edge 0: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut | edge 2: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-STARBOARD-BOTTOM-02,1,20,90,802.749381,139,50,170,8500,0,edge 0: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut | edge 2: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-STARBOARD-BOTTOM-03,1,20,90,856.749381,139,50,170,8500,0,edge 0: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut | edge 2: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-MAIN-SIDE-STARBOARD-01,1,20,90,119.040598,159,50,125.262794,6263.1397,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-PORT-SIDE-PORT-01,1,20,0,398.920978,192.467957,50,103.30127,5165.0635,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-PORT-SIDE-STARBOARD-01,1,20,0,452.920978,192.467957,103.30127,50,5165.0635,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-STARBOARD-SIDE-PORT-01,1,20,0,560.222248,193,50,103.30127,5165.0635,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-STARBOARD-SIDE-STARBOARD-01,1,20,0,614.222248,193,103.30127,50,5165.0635,0,edge 0: Bottom chine mating edge; bevel-machine after nominal cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-PORT-DECK-01,1,20,0,173.040598,219,50,100,5000,0,edge 0: Removable deck support edge; keep CUT outline nominal,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-STARBOARD-DECK-01,1,20,0,227.040598,219,50,100,5000,0,edge 0: Removable deck support edge; keep CUT outline nominal,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-STARBOARD-CHINE-PORT-02,1,20,90,281.040598,219,25.881905,170,4399.92385,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-STARBOARD-CHINE-PORT-03,1,20,90,310.922503,219,25.881905,170,4399.92385,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-STARBOARD-CHINE-STARBOARD-02,1,20,0,20,219.306263,25.881905,170,4399.92385,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-STARBOARD-CHINE-STARBOARD-03,1,20,0,49.881905,219.306263,25.881905,170,4399.92385,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-STARBOARD-BULKHEAD-04,1,20,0,910.749381,220.828403,43.988173,89.809092,1966.91983,0,edge 0: Section bulkhead mating perimeter; bevel as required for shell angle,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-STARBOARD-CHINE-STARBOARD-04,1,20,0,721.523518,193,20,174.431062,3488.62124,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-PORT-BOTTOM-01,1,20,0,340.804408,239,50,50,2500,0,edge 0: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut | edge 2: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-STARBOARD-BOTTOM-01,1,20,0,452.920978,246.467957,50,50,2500,0,edge 0: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut | edge 2: Longitudinal chine mating edges; bevel-machine to 15 deg after laser cut,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
Trimaran,Trimaran_sheet4,4,TRI-AMA-STARBOARD-CHINE-STARBOARD-01,1,20,0,173.040598,159,25.881905,50,1294.09525,0,edge 0: Mates flat bottom and vertical side; post-laser bevel to 15 deg | edge 2: Mates flat bottom and vertical side; post-laser bevel to 15 deg,,CUT nominal; CAM outside offset +0.10 mm; do not cut both; holes require inner CAM compensation if needed
